Date,Rating,Title,Opinion,Attraction
6 de diciembre de 2020,50,Excelente Restaurante,"Un lugar espectacular,la comida inmejorable al igual que el trato del personal que brinda el servicio.",Restaurant
4 de diciembre de 2020,50,Espectacular,"Un lugar muy elegante comodo el servicio muy muy bueno una comida de excelencia no tiene otro sinonimo los tragos me encantaron, es de esos luagres que te quedas con ganas de volver, felicitaciones al dueño y a sus trabajadores por su excelente trabajo",Restaurant
22 de noviembre de 2020,50,Comida en familia inolvidable,"Nunca deja de sorprendernos... cada día nos enamoramos mas de este sitio ; una comida excelente, y un personal maravilloso que hace que pasemos un rato espectacular junto a nuestros seres queridos.",Restaurant
8 de noviembre de 2020,50,🥳,Excelente! Soy vecino del establecimiento y siempre lo veo con un muy agradable ambiente! Tengo familia q ha ido y me han dicho q se come como en los mejores restaurantes de ESPAÑA! Espectacular! Pronto iré 👏🏼,Restaurant
30 de octubre de 2020,50,Visita familiar espectacular,"Espectacular...el lugar muy acogedor y el servicio de primera,fui muy bien atendido y la calidad de la comida es inigualable, a mi juicio el mejor de la Habana... siempre que visito el lugar con mi familia nos vamos súper complacidos.. genial...",Restaurant
28 de octubre de 2020,50,Sensaciones restaurante lo mejor en la Habana.,"Mi restaurante preferido . La comida y la atención al 100% . Mi familia quedó encantada. Sin duda alguna, volveremos otra vez.",Restaurant
27 de octubre de 2020,50,Excelente restaurant,"Exquisita la comida, cuentan con un menú muy variado, el servicio muy bueno y el lugar muy agradable. Repetiremos seguro!!!",Restaurant
25 de octubre de 2020,50,Lugar para repetir!!,"Excelente lugar, agradable, bonito y muy buen servicio. La comida deliciosa, probamos varios platos y todos divinamente elaborados. Muy buen lugar para cualquier ocasión!!",Restaurant
21 de octubre de 2020,50,Inolvidable,"Excelente lugar, un excelente menú y la comida realmente excepcional además fuimos atendidos por un chico llamado Happy que realmente nos impresionó con su dominio de los productos que ofertaban y de vinos, realmente una experiencia inolvidable, sin duda volveremos.",Restaurant
10 de octubre de 2020,50,Cena d cumpleaños,El mejor lugar la mejor comida la mejor atención disfrute y deleite un lugar para pasar una linda velada,Restaurant
5 de octubre de 2020,50,Restaurant Sensaciones. Habana Cuba,"Me encanta ir a Sensaciones, es un restaurant acogedor, una magnífica atención y los platos con calidad en su elaboración y presentación, cada vez que puedo lo visito.",Restaurant
5 de octubre de 2020,50,Muy bueno en todos los aspectos.,"Restaurante de mucha calidad , excelentes productos , una calidad espectacular en el servicio, todo muy bien montado y preparado, si vas a la habana no dejes de visitar el restaurante Sensaciones .",Restaurant
3 de septiembre de 2020,50,Delivery para mi familia,Excelente servicio y la comida es lo máximo bien servida y un sabor increíble lugar recomendado 100%,Restaurant
2 de septiembre de 2020,50,Excelente,De nuestros lugares preferidos en La Habana. Muy buena atención y excelente comida. Repetimos con regularidad.,Restaurant
11 de agosto de 2020,50,Día fantastico,"Uno de los mejores restaurantes de la habana sin duda,su comida y su servicio excelentes.Se los recomiendo, y ahora en su modalidad de comida a domicilio👌no duden en llamar, excelente servicio",Restaurant
2 de agosto de 2020,50,Recomendado 100%,Increíble experiencia en este lugar. Ame la atención del personal increíble el mejor dependiente El Happy. Comida espectacular. Recomendado al máximo si vas a La Habana tienes que ir a Sensaciones,Restaurant
1 de agosto de 2020,50,La mejor opcion para el fin de semana,Hemos comido pulpo a la parrilla mi esposo y yo.... Un plato que realmente nos ha dejado sin palabras. Cada día que lo visitamos nos gusta más,Restaurant
1 de agosto de 2020,50,hoy pulpo,lo mejor de lo mejor mi recomendación para el que le guste la comida gourmet es en verdad una sensación para el paladar,Restaurant
25 de julio de 2020,50,Es sensacional,"Hermoso restaurante donde se puede disfrutar de un ambiente acogedor, con excelente servicio y una comida y coctelería estelar, lo recomiendo 100% , seré cliente fijo de ahora en adelante jajaja.",Restaurant
23 de julio de 2020,50,Tarde d pareja,"Muy exquisito, lo recomiendo sus platos están muy bien presentados y elaborados más el servicio que es agradable y profesional",Restaurant
22 de julio de 2020,50,Excelente,"Un lugar excelente para tener una cena romantica o en familia. La comida espectacular, sin dudas lo maximo",Restaurant
21 de julio de 2020,50,Cena,"Espectacular,perfecto,maravilloso servicio y comida insuperable ,como para repetir ,me encanta ,volvere",Restaurant
19 de julio de 2020,50,Excelente!,"Servicio y comida excelente. Me encanta ese lugar pudiera repetir cada semana. Todo fresco , sin demora. Y la atención es personalizada y genial!",Restaurant
18 de julio de 2020,50,Excelente,"Comenzando por el buen servicio, excelente comida desde el entrante hasta el postre y gran ambiente, hemos pasado una excelente tarde en pareja.",Restaurant
18 de julio de 2020,50,Excelencia de la Comida,"Atención: extraordinario, mucha calidad y excelente atención. El menú es muy bueno y la comida exquisita. Lo mejor en calidad,precio, y confortabilidad. Muy recomendable para todos.",Restaurant
16 de julio de 2020,50,Simplemente excelencia,"Atención insuperable, mucha profesionalidad y cordialidad. El menú es espectacular y la comida excelente. Buenísima relación calidad precio. Lo mejor de la Capital sin duda!!!",Restaurant
16 de julio de 2020,50,Sensacioones. Gran opción para comer.,Excelente servicio y calidad. Gran variedad y todo delicioso. Totalmente a la altura. Lo recomiendo.,Restaurant
15 de julio de 2020,50,De paseo,"Muy bueno lo recomiendo. El personal, las atenciones, la comida, la vista, económica, todo está pensado en pasar un momento inolvidable.",Restaurant
11 de julio de 2020,50,El mejor,"Excelente, el mejor de la La Habana, la comida, la atención, el ambiente de lujo,todo de primera categoría.",Restaurant
11 de julio de 2020,50,Sensaciones lo mejor,Un lugar excelente y de preferencia. Deliciosa comida y coctelería; y para qué hablar del servicio que hacen que te sientas más que especial. Sin duda mi preferido.,Restaurant
2 de julio de 2020,50,Excelente!!,"Excelente servicio, comida exquisita! Un ambiente acogedor, recomiendo el Reservado para cenas de negocio.",Restaurant
1 de julio de 2020,50,Comida,Excelente elección! Deliciosa la comida. Pedí comida a domicilio desde España para mi familia en Cuba. El propio dueño entregó el pedido a mis familiares y hasta videollamada de la entrega tuve!! Sin duda repetiré! Muy profesionales,Restaurant
1 de julio de 2020,50,"Lugar mágico , trabajadores","Lugar mágico , trabajadores muy profesionales excelente comida , en estos tiempos de pandemia este restaurante es mi favorito en comida para llevar , recomiendo las empanadas y la lasaña",Restaurant
26 de junio de 2020,50,Delivery puntual,Primera vez que pido al este restaurant y esta situación los Delivery casi nunca llegan puntual aquí la comida muy puntual y un éxito de verdad lo recomiendo me quede encantado seguro repetiré ah las empanadas argentinas un sueño.....,Restaurant
26 de junio de 2020,50,Un lugar para repetir ..!,"Sin dudas un referente gastronómico en la Habana , un lugar donde se conjugan excelente servicio , platos increíbles y gran selección de vinos , detalles puntuales de los grandes Restaurantes..! Ambiente y atmósfera embriagadora ... Muy recomendable !!!",Restaurant
26 de junio de 2020,50,BEST RESTAURANT IN HAVANA,"Excelente ubicacion, muy alta calidad y estandares de servicios; sugerimos sensaciones para su cena o reunion de negocios. Saludos, Jhon.",Restaurant
26 de junio de 2020,50,Sensaciones Delivery,"Sensaciones Delivery lo mejor sin dudas!!! Servicio excelente y puntual!!! Algo que es muy difícil de encontrar hoy en día en los Delivery de la Habana. Apuesten por las empanadas, exquisitas!!! Y otros platos espectaculares. Gracias sensaciones",Restaurant
25 de junio de 2020,50,Delivery,"Excelente servicio, excelente comida, la gerencia se asegura de cuidar de los detalles y dan la milla extra para complementar tu orden, ademas del profesionalismo q los caracterizo en todo momento Cabe destacar q los precios absequibles y cumplieron de sobremanera!!! Gracias Sensaciones!!",Restaurant
29 de mayo de 2020,50,"Excelente servicio,gastronomía y productos","Les recomiendo ese magnífico restaurante, si desea sentirse en otro país, con productos ricos bien elaborados con sabor y delicadeza, entonces es EL LUGAR. Sin contar que el servicio es muy agradable y profesional.",Restaurant
28 de mayo de 2020,50,La comida espectacular,La comida espectacular como siempre nos tienen acostumbrados. El envío en tiempo perfecto. Era el cumpleaños de mi esposo y nos enviaron un brownie de chocolate como cortesía. Estamos muy agradecidos y felices de ser clientes regulares.,Restaurant
25 de mayo de 2020,50,Sensación de verdad,"Exelente servicio y exelente sabor su comida... He quedado encantado, sus empanadas las mejores...!!",Restaurant
6 de marzo de 2020,50,Muy buena calidad de servicio y comida,"La calidad de la comida es muy buena, y el servicio estupendo. Recomiendo ir a comer o cenar si esta en La Habana.",Restaurant
26 de enero de 2020,50,Exelente,"Estuve en este rest hace 2 años atras con otro nombre, y de verdad no me gusto, este nuevo es muy bueno, tienen un joven chef que hace muy bien las cosas, fui recomendado y me sorprendio, buena comida y buen servicio",Restaurant
4 de septiembre de 2019,50,Asombroso,Lo mejor de la habana . Muy recomendado . Asombrosos sabores ! Una atención de lujo y un ambiente especial .,Restaurant
11 de julio de 2019,50,Que lugar...,"Lugar para disfrutar en la mejor compañía que quieras, para deleitar y pasar un rato inolvidable, degustando distintos cócteles, entrantes muy bien elaborados como son el tartar de atún, ceviche entre otros. También tienen unos cortes de carnes muy tiernos e interesantes.",Restaurant
7 de junio de 2019,50,MAGNÍFICO RESTAURANTE,"Por motivos de trabajo tuve que alojarme cerca de este restaurante y la experiencia fue estupenda. Buena comida, buen trato al cliente,buenas instalaciones, relación calidad-precio muy buena.... resumiendo todo excelente, totalmente recomendable.",Restaurant
21 de mayo de 2019,50,Espectacular!!!,"El mejor lugar de la Habana,una atención exelente,buena música,esquisita la comida ,un lugar SENSACIONAL donde cuando llegas no te quieres ir y cuando te vaz ya estás pensando en regresar.",Restaurant
21 de mayo de 2019,50,Imposible no volver a este lugar!!!,"Es inevitable repetir en este lugar. Sensacioones únicas cada vez que vienes. Muy recomendable el steak tartar, uno de los platos estrella de este sitio. El servicio es inigualable en la habana. Muy recomendado.",Restaurant
17 de mayo de 2019,50,Visita,"Restaurante con muy buen gusto, presencia, carta menú variada, excelente la calidad de la comida y muy buen servicio.Cuenta con un excelente salón para fumadores y buena decoración.",Restaurant
12 de mayo de 2019,50,El mejor restaurante de La Habana!,"Buen restaurante en el municipio playa, La Habana. Atención, calidad, variedad, ambiente, todo de 1er nivel Encontrarás platos únicos y confeccionados de una manera muy peculiar Sus platos muy bien servidos y presentados te obligarán a siempre regresar para probarlos todos!",Restaurant
16 de mayo de 2019,50,Sensacioones Restaurante & Grill :Espectacular!!!,"Restaurant con excelente calidad, lugar apropiado para cada ocasión, área climatizada con un reservado para si eres de los q prefiere fumar o disfrutar de una manera mas intima y terraza para los que gustan del grill. Muy buena atención y excelentes platos con una...Más",Restaurant
12 de mayo de 2019,50,En este lugar las Sensacioones se vuelven realidad.,"En este lugar las Sensacioones se vuelven realidad. Un lugar para disfrutar en cualquier momento y por cualquier motivo. Te ofrecen un servicio dedicado al cliente, atención en todo momento y preocupación por tu bienestar desarrollando un ambiente muy familiar. Sin dudas repetiría siempre. La comida es verdaderamente deliciosa elaborada con profesionalidad y cuidando muchísimo el sabor y ﻿el equilibrio. Varios platillos son elaborados a la vista del cliente por el propio Chef, mi recomendación especial al Steak Tartar, plato estrella del lugar.",Restaurant
